Name,Birthday,Outcome Type,Outcome Subtype,Animal Type,Sex,Breed,Color
*Clark,4/7/17,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White
Zeus,1/30/19,Adoption,Foster,Dog,Neutered Male,Labrador Retriever Mix,Tan/White
,3/11/16,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair,Blue/White
Fluff,5/31/16,Transfer,Partner,Cat,Spayed Female,Domestic Longhair Mix,Black
Raiden,7/15/17,Adoption,,Dog,Neutered Male,Boxer Mix,White/Tan
Charlie,12/4/17,Return to Owner,,Dog,Intact Male,Yorkshire Terrier,Silver/Tan
Precious,3/3/09,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
,8/15/17,Transfer,Snr,Cat,Intact Male,Domestic Shorthair Mix,Gray Tabby/White
,7/24/17,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby
Indison Jame,2/13/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White
*Flynn,10/29/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
,12/6/19,Adoption,,Dog,Neutered Male,German Shepherd/Catahoula,Black Brindle
Duke,8/27/11,Transfer,Partner,Dog,Intact Male,Great Dane Mix,Brown/Tricolor
*Ringo,12/14/14,Transfer,Partner,Dog,Neutered Male,Pit Bull/Labrador Retriever,Black/White
Rocky,6/17/12,Return to Owner,,Dog,Neutered Male,Pit Bull Mix,Fawn
*Shamar,7/12/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Black
Astro,4/27/11,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White
,4/20/13,Euthanasia,Suffering,Cat,Intact Male,Domestic Longhair Mix,Black/White
Duky,9/19/17,Return to Owner,,Dog,Intact Female,German Shepherd,Brown/Black
Beau,3/19/18,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
Wilbur,4/21/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Black/White
,9/29/17,Transfer,Partner,Cat,Unknown,Domestic Shorthair,Gray/White
Minnie,5/24/19,Adoption,,Dog,Spayed Female,Labrador Retriever,Chocolate/White
Kya,9/5/17,Adoption,,Dog,Spayed Female,Catahoula Mix,Black/Tricolor
*Mona,6/18/13,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Juju,1/25/19,Return to Owner,,Dog,Intact Male,Pit Bull,Fawn/White
Taylor,12/27/12,Return to Owner,,Cat,Spayed Female,Domestic Shorthair Mix,Blue
Honey Rose,9/29/14,Adoption,,Dog,Spayed Female,Australian Cattle Dog,Red Tick
Mila,9/17/12,Return to Owner,,Dog,Spayed Female,Ibizan Hound Mix,Brown
*Lance,7/12/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Black
,4/16/16,Euthanasia,Suffering,Dog,Intact Male,Wire Hair Fox Terrier Mix,White/Brown
,8/14/13,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
Winnie,5/14/12,Return to Owner,,Dog,Spayed Female,Australian Shepherd Mix,Brown/White
Diego,5/20/12,Adoption,,Dog,Neutered Male,Boxer Mix,Tricolor
*Carmen,9/10/15,Transfer,Partner,Cat,Spayed Female,Siamese Mix,White
*Mark,7/30/18,Adoption,,Cat,Neutered Male,Domestic Shorthair,Black/White
,9/29/13,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Chocolate/White
Blackie,11/8/13,Adoption,,Dog,Neutered Male,German Shepherd Mix,Black/White
*Annette,10/12/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Red,10/15/09,Return to Ownerdopt,,Dog,Neutered Male,Pit Bull/Labrador Retriever,Red/White
,11/19/15,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Gray Tabby
,5/21/15,Transfer,Partner,Dog,Intact Female,Jack Russell Terrier Mix,Tan/Brown
*Boris,7/28/17,Adoption,,Dog,Neutered Male,Bullmastiff Mix,Brown/White
Bernie,5/1/12,Died,In Kennel,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White
,8/20/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby
,9/5/13,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Torbie
,7/27/19,Adoption,,Dog,Neutered Male,Chihuahua Shorthair,White/Tan
*Legend,12/10/16,Adoption,,Dog,Neutered Male,Plott Hound Mix,Brown Brindle/White
Kayla,11/26/18,Adoption,,Dog,Spayed Female,Labrador Retriever/Beagle,Tan/White
Mija,4/23/19,Adoption,,Dog,Spayed Female,Australian Cattle Dog/Beagle,Tricolor
,9/15/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby
,6/15/14,Transfer,Partner,Dog,Intact Male,Labrador Retriever/Pointer,White/Black
,4/15/14,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico
*Delta,4/21/10,Adoption,,Dog,Spayed Female,Cairn Terrier/Miniature Poodle,Cream
,7/9/14,Transfer,Partner,Dog,Intact Male,Manchester Terrier Mix,Black/White
,10/19/14,Euthanasia,Rabies Risk,Other,Unknown,Skunk,Black/White
Asher,9/5/14,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
*Mortisha,6/7/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Foxy,7/17/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
Chi Chi,2/1/11,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/White
,9/22/19,Transfer,Partner,Cat,Unknown,Domestic Shorthair,Black
Chappie,4/17/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
Tiger,3/23/11,Adoption,,Dog,Neutered Male,Dachshund Mix,Tricolor
*Sage,1/25/16,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/Tan
*Pam,1/26/14,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Black
Handsome Dan,10/10/13,Adoption,,Dog,Neutered Male,Border Collie Mix,Black/White
Paul,9/26/18,Return to Owner,,Cat,Intact Male,Domestic Shorthair,Blue
Maggie,1/13/16,Adoption,,Dog,Neutered Male,Cairn Terrier Mix,Buff/White
*Gargamel,7/18/19,Adoption,,Cat,Neutered Male,Domestic Longhair,Blue Tabby
*Alice,11/1/10,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
Pooffy,10/7/11,Return to Owner,,Dog,Intact Female,Chihuahua Shorthair Mix,White/Brown
Karma,3/14/11,Transfer,Partner,Dog,Spayed Female,Catahoula Mix,Brown/Black
,12/1/15,Euthanasia,Rabies Risk,Other,Unknown,Raccoon,Brown
,9/6/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
,4/30/15,Adoption,,Dog,Spayed Female,German Shepherd Mix,Sable
,6/27/16,Transfer,Partner,Dog,Intact Female,Harrier Mix,Tan/White
,6/25/12,Return to Owner,,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Daisy,3/31/09,Return to Owner,,Dog,Spayed Female,Shih Tzu Mix,Black/White
Swisha,4/3/12,Return to Owner,,Dog,Neutered Male,American Pit Bull Terrier Mix,Tan/White
,5/25/19,Transfer,Snr,Cat,Intact Male,Domestic Shorthair,Blue Tabby
Hershey,2/23/15,Adoption,,Dog,Neutered Male,Dachshund Mix,Black
Subie,2/27/13,Return to Owner,,Dog,Intact Female,Pekingese/Miniature Poodle,White/Buff
Iggy,4/12/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,White
,9/25/17,Transfer,Snr,Cat,Unknown,Domestic Shorthair,Black
Oliver,6/4/09,Return to Owner,,Dog,Neutered Male,Yorkshire Terrier Mix,Gray/Tan
Bella,11/10/11,Return to Owner,,Dog,Spayed Female,Miniature Poodle Mix,White/Black
Layla,4/30/16,Adoption,,Dog,Spayed Female,Australian Shepherd Mix,Blue Tick/Black
Mrs. Norris,4/21/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Black/White
,9/25/17,Transfer,Snr,Cat,Intact Male,Domestic Shorthair,Cream Tabby
Maya,5/1/08,Adoption,,Dog,Spayed Female,Bichon Frise Mix,White
,5/25/19,Transfer,Snr,Cat,Unknown,Domestic Shorthair,Brown Tabby
Rocky,1/16/13,Return to Owner,,Dog,Neutered Male,Chow Chow/German Shepherd,Brown
,9/6/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White
Rocky,9/11/15,Return to Owner,,Dog,Neutered Male,Yorkshire Terrier Mix,Black/Tan
,4/10/14,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Black
Ruger,7/16/14,Transfer,Partner,Dog,Neutered Male,Labrador Retriever/Pit Bull,Black/White
Logan,11/1/14,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
Leeloo,4/2/15,Transfer,Partner,Dog,Spayed Female,Shih Tzu,Brown/White
Sebastian,1/1/15,Adoption,,Dog,Neutered Male,Yorkshire Terrier Mix,Black/Red
,8/10/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie
,3/28/14,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Cream Tabby/White
,10/15/13,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown
,6/18/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
,10/9/12,Adoption,,Dog,Spayed Female,Australian Cattle Dog/Collie Rough,Red/White
,7/12/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,White/Brown Tabby
,6/20/13,Return to Owner,,Cat,Intact Female,Domestic Longhair Mix,Torbie
Buddy,5/13/05,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Brown/White
Blue,11/12/13,Return to Owner,,Dog,Intact Female,Pit Bull Mix,Blue/White
Pluto,2/21/13,Adoption,,Dog,Neutered Male,Yorkshire Terrier/Miniature Schnauzer,Gray
Sadie,6/24/14,Adoption,,Dog,Spayed Female,Border Collie Mix,Black/White
Bucky,2/16/12,Return to Owner,,Dog,Neutered Male,Australian Cattle Dog Mix,Red/White
Honey Bunny,7/10/14,Transfer,Partner,Other,Intact Male,Dutch Mix,Black/White
*Azrael,7/18/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Black
Gurgi,7/15/07,Return to Owner,,Dog,Neutered Male,Maltese Mix,White/Tan
,9/25/18,Transfer,Snr,Cat,Unknown,Domestic Shorthair,Brown Tabby
*Jill,8/9/16,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico/Calico
*Duck,8/5/15,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black
Asher,8/19/11,Adoption,,Dog,Neutered Male,Miniature Poodle Mix,Black/White
Choppa,9/14/12,Return to Owner,,Dog,Neutered Male,American Pit Bull Terrier Mix,White/Blue
,9/6/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
*Letty,3/23/18,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,White/Red Tick
Nala,6/21/14,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Tan/White
Halti,9/6/14,Return to Owner,,Dog,Intact Male,Siberian Husky Mix,Agouti
,10/27/13,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White
,4/9/19,Transfer,Partner,Dog,Intact Female,Plott Hound,Brown Brindle/White
,9/25/17,Transfer,Partner,Dog,Intact Male,Dachshund/Chihuahua Shorthair,Brown
Yuri,9/1/07,Adoption,,Cat,Neutered Male,Russian Blue Mix,Blue
*Romeo,12/14/13,Adoption,,Dog,Neutered Male,Pit Bull Mix,Cream
*Cozino,9/25/18,Transfer,Partner,Dog,Intact Male,Border Collie,Black/White
Scooby,1/12/16,Adoption,,Dog,Neutered Male,Rhod Ridgeback Mix,Tan/White
,10/18/13,Transfer,Partner,Cat,Intact Female,Siamese Mix,Flame Point
Oliver,9/20/06,Adoption,,Cat,Neutered Male,Domestic Longhair Mix,White/Orange Tabby
,4/8/12,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown
*Barnum,9/20/17,Transfer,Partner,Dog,Intact Male,Rottweiler,Black/Brown
Phatty,2/22/15,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
Jack,7/17/13,Adoption,,Dog,Neutered Male,Australian Kelpie Mix,White/Buff
Crockett,1/11/14,Adoption,,Dog,Neutered Male,Landseer Mix,Black/White
*Petunia,10/1/08,Euthanasia,Aggressive,Dog,Intact Female,Pit Bull Mix,Black
Geronimo,2/24/14,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown/White
*Scooter,5/18/14,Adoption,,Dog,Neutered Male,Border Terrier/Dachshund,Brown/White
Jax,5/19/09,Return to Owner,,Dog,Intact Male,Boxer Mix,Brown/White
*Blaze,9/21/18,Adoption,,Dog,Spayed Female,Pit Bull,Red/White
Snickers,7/28/19,Adoption,,Dog,Neutered Male,Chihuahua Shorthair,Tan
,1/6/12,Euthanasia,Suffering,Dog,Intact Male,Chihuahua Shorthair Mix,Tan
Sandy,12/1/15,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Tan/White
,9/4/15,Euthanasia,Rabies Risk,Other,Unknown,Bat,Black/Brown
Hurricane,5/3/10,Adoption,,Dog,Spayed Female,Jack Russell Terrier Mix,Brown/White
*Cora,8/14/17,Adoption,,Cat,Spayed Female,Domestic Shorthair,Brown Tabby
*Darcy,9/20/18,Adoption,,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White
Bud,7/12/19,Adoption,,Dog,Neutered Male,Australian Cattle Dog Mix,Tricolor
*Savannah,2/6/13,Adoption,,Dog,Spayed Female,Greyhound Mix,Tan/White
Kaira,10/24/17,Adoption,,Dog,Spayed Female,Whippet Mix,Tan
,10/7/15,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby
,9/24/16,Adoption,,Dog,Neutered Male,Chihuahua Shorthair,Black/White
Piper,9/28/17,Return to Owner,,Dog,Spayed Female,Labrador Retriever,Black
Isaac,8/27/17,Adoption,,Dog,Neutered Male,Border Collie/Labrador Retriever,Black/White
Raga,12/2/11,Return to Owner,,Dog,Neutered Male,German Shepherd Mix,Brown/Buff
,7/14/15,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black
,9/17/14,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
*Chip,12/22/14,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Chocolate
*Eden,8/21/17,Adoption,,Dog,Spayed Female,Pit Bull Mix,White/Brown
*Mila,7/14/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
,7/21/19,Adoption,,Dog,Spayed Female,Pit Bull,Sable/White
*Phenom,10/9/13,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black
,10/3/14,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,White
*Ralph,9/20/18,Adoption,,Dog,Neutered Male,Chihuahua Shorthair,Black/Tricolor
Gufi,6/11/13,Return to Owner,,Dog,Neutered Male,Australian Kelpie Mix,Black
,7/31/14,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
,4/9/16,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,White/Black
Layla,9/23/16,Adoption,,Dog,Spayed Female,Dachshund Mix,Brown/White
,3/25/14,Return to Owner,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
Rocko,11/19/18,Return to Owner,,Dog,Neutered Male,American Pit Bull Terrier/Great Pyrenees,White/Black
Milli,1/9/13,Return to Owner,,Dog,Spayed Female,Siberian Husky Mix,Black/White
,5/1/14,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Oscar,6/12/19,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby/White
Sheba,6/24/07,Return to Owner,,Dog,Spayed Female,Siberian Husky,Red
,9/30/13,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Black
*Ozzie,5/10/12,Adoption,Offsite,Dog,Neutered Male,Shih Tzu/Norfolk Terrier,Red/White
,4/12/14,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby
*Hooper,5/23/11,Adoption,,Dog,Neutered Male,American Staffordshire Terrier Mix,Brown Brindle/White
,1/20/10,Transfer,SCRP,Cat,Intact Male,Domestic Longhair Mix,Black/White
*Orlando,6/6/15,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White
*Randy,7/16/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
*Gigi,11/23/12,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Brown/White
Tyson,7/5/11,Euthanasia,Suffering,Dog,Intact Male,Mastiff Mix,Blue/White
,8/25/14,Euthanasia,Suffering,Cat,Intact Male,Tonkinese Mix,Lynx Point
Willow,9/29/16,Return to Owner,,Dog,Intact Female,Australian Shepherd,Brown/Tan
,3/25/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black
,3/28/14,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate/Tan
*Belle,6/26/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Torbie
,1/27/14,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
*Addie,5/22/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
Frankie,7/29/13,Adoption,,Dog,Spayed Female,Labrador Retriever/Catahoula,Brown/White
Hawkeye,9/29/14,Return to Owner,,Dog,Unknown,Labrador Retriever,Yellow
,3/26/19,Transfer,Snr,Cat,Intact Female,Domestic Shorthair,Brown Tabby
,10/7/14,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black
Tammy Wynett,9/11/13,Euthanasia,Suffering,Bird,Intact Female,Chicken Mix,Gray/Tan
*Fritz,12/4/13,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White
,7/14/14,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black
Laiyka,5/22/15,Transfer,Partner,Dog,Spayed Female,Labrador Retriever Mix,Chocolate
*Holli,5/11/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue
Spot,5/29/19,Return to Owner,,Dog,Intact Male,Catahoula Mix,White/Brown Brindle
,12/26/18,Transfer,Snr,Cat,Intact Female,Domestic Shorthair,Brown Tabby
Mack,2/27/16,Adoption,,Dog,Neutered Male,Blue Lacy Mix,Blue/White
,7/26/19,Died,,Cat,Unknown,Domestic Shorthair,Orange
*Prue,9/2/14,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown
*Jake,4/22/15,Adoption,,Dog,Neutered Male,Pit Bull Mix,Red
*Breezy,2/26/13,Transfer,Partner,Dog,Spayed Female,Pointer Mix,White/Black
Nessie,6/18/15,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White
,9/24/18,Transfer,Partner,Dog,Spayed Female,Doberman Pinsch,Brown/Tan
Captain,9/14/13,Return to Owner,,Dog,Intact Male,German Shepherd Mix,Sable
Hildie,4/24/03,Return to Owner,,Dog,Spayed Female,Beagle Mix,Tricolor
Money,3/13/17,Adoption,,Dog,Spayed Female,Chinese Sharpei Mix,Brown/White
,7/22/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby
Fred,8/17/18,Return to Owner,,Dog,Neutered Male,Miniature Pinscher,Black/Tan
*Ghost,9/6/16,Died,In Foster,Cat,Intact Male,Domestic Medium Hair Mix,Black
,4/6/14,Transfer,Partner,Dog,Spayed Female,Australian Kelpie Mix,Buff
Girl,11/17/15,Adoption,,Dog,Spayed Female,Bull Terrier Mix,White
Sunny,9/18/11,Adoption,,Dog,Neutered Male,German Shepherd/Siberian Husky,Tan/Brown
Charlie,8/19/14,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
,5/2/13,Transfer,Partner,Dog,Intact Female,Cairn Terrier Mix,Black
,8/31/13,Adoption,,Cat,Neutered Male,Siamese Mix,Flame Point
,10/24/14,Euthanasia,Suffering,Dog,Intact Male,Chihuahua Shorthair Mix,Black
,9/3/13,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Red Merle/Black
Buddy,1/25/12,Euthanasia,Aggressive,Dog,Neutered Male,Pit Bull Mix,Brown Brindle
,7/29/19,Adoption,,Cat,Intact Female,Domestic Shorthair,Calico
Jazze,9/28/18,Adoption,,Dog,Spayed Female,Chihuahua Shorthair,Brown/White
Girl,11/17/15,Adoption,,Dog,Spayed Female,Bull Terrier Mix,White
,9/24/15,Transfer,Partner,Dog,Neutered Male,Doberman Pinsch,Chocolate/Tan
,3/26/15,Died,,Other,Unknown,Bat Mix,Brown
Ezekial,4/12/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Blue Tabby/White
*Minnie,11/7/15,Adoption,,Dog,Spayed Female,Dachshund Mix,White/Black
Bentley,2/4/08,Euthanasia,Aggressive,Dog,Neutered Male,Welsh Springer Spaniel Mix,White/Liver
*Hennie,8/11/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby
Mana,12/1/15,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Black/White
,5/29/13,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,White/Black
Double,6/5/15,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black
,7/28/12,Euthanasia,Suffering,Other,Unknown,Opossum Mix,Gray/Pink
Salem,11/23/07,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,White/Brown Brindle
Tinker Bell,10/9/14,Adoption,,Dog,Spayed Female,Yorkshire Terrier Mix,Tan
Jax,3/30/15,Return to Owner,,Dog,Neutered Male,Staffordshire Mix,Brown/Black
Angel,7/4/14,Return to Owner,,Dog,Spayed Female,Miniature Poodle/Miniature Schnauzer,Gray/White
*Drake,3/24/13,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black
Kiko,4/7/14,Return to Owner,,Dog,Neutered Male,Miniature Poodle Mix,Tan
Juma,6/8/09,Return to Owner,,Dog,Neutered Male,Rhod Ridgeback Mix,Red/White
*Quinn,5/31/16,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Black Smoke/White
,12/28/15,Adoption,,Dog,Spayed Female,Labrador Retriever/German Shepherd,Black/White
Evy,4/6/08,Return to Owner,,Dog,Spayed Female,Australian Kelpie Mix,Brown
Armani,5/30/13,Adoption,,Dog,Neutered Male,Pit Bull Mix,Blue Tiger/White
*Jon,6/30/15,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black
Katie,8/28/05,Euthanasia,Medical,Dog,Spayed Female,Manchester Terrier Mix,Black/Brown
,4/20/15,Adoption,Foster,Dog,Neutered Male,Dachshund/Manchester Terrier,Buff
,6/21/15,Transfer,Partner,Cat,Intact Male,Domestic Longhair Mix,Brown Tabby/White
,9/29/18,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown
*Amador,10/18/11,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black
,3/11/14,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown/Brown
*Iris,4/4/14,Transfer,Partner,Cat,Intact Female,Domestic Longhair/Rex,Black/White
Belle,2/23/15,Adoption,,Dog,Spayed Female,Dachshund Wirehair Mix,Tan/White
Luna,3/25/14,Transfer,Partner,Dog,Spayed Female,Weimaraner/Pit Bull,Blue/White
Pearly,6/6/06,Transfer,Partner,Dog,Spayed Female,Pug,Tan/Black
Sultan,1/25/12,Return to Owner,,Dog,Neutered Male,Labrador Retriever/Dachshund,White/Yellow
Joyce,5/27/14,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,Blue/White
*Quincy,2/26/18,Transfer,Partner,Dog,Intact Male,Catahoula/Great Dane,Tan/White
Milo,2/4/14,Adoption,Foster,Dog,Neutered Male,German Shepherd Mix,Red
Butters,12/1/12,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Yellow
Apollo,9/2/10,Return to Owner,,Dog,Neutered Male,Boston Terrier,Black/White
,4/25/15,Transfer,Partner,Cat,Unknown,Domestic Medium Hair Mix,Black
Hardware,1/6/11,Return to Owner,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White
Mitty,5/26/05,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Charlie,9/25/13,Transfer,Partner,Dog,Intact Male,Maltese/Miniature Poodle,White
Crystal,11/8/01,Euthanasia,Suffering,Dog,Spayed Female,Siberian Husky Mix,Brown/Cream
*Rukin,9/17/17,Transfer,Partner,Dog,Neutered Male,Australian Cattle Dog/German Shepherd,Black/Tan
,8/15/14,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
Iki,8/8/18,Transfer,Partner,Dog,Spayed Female,Catahoula/Labrador Retriever,Black/Black Brindle
Dobie,11/21/05,Adoption,,Dog,Neutered Male,Dachshund Mix,Tricolor/Tan
,3/30/19,Euthanasia,Rabies Risk,Other,Intact Male,Raccoon,Gray/Black
,9/21/13,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico
,9/24/11,Adoption,,Cat,Neutered Male,Siamese,Seal Point
,9/26/17,Adoption,,Other,Unknown,Guinea Pig,Calico
,10/17/16,Transfer,Partner,Bird,Unknown,Chicken Mix,Yellow
,4/19/14,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black Tabby
Lola,12/29/12,Adoption,,Dog,Spayed Female,English Bulldog/American Staffordshire Terrier,White/Tan
Albus,3/15/15,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Black/White
*Tammi,9/13/17,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Tan/White
*Laila,3/30/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Calico
*Louie,9/17/14,Adoption,Foster,Dog,Neutered Male,Shiba Inu Mix,Tan
*Boris,11/7/10,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black
Marley,5/15/15,Adoption,,Dog,Spayed Female,Catahoula Mix,Tricolor
,7/24/19,Adoption,,Dog,Spayed Female,German Shepherd,Black/Tan
Billy,10/6/13,Return to Owner,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
,7/21/14,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black/White
,10/7/16,Adoption,,Cat,Spayed Female,Manx Mix,Black/White
,7/28/19,Adoption,,Dog,Spayed Female,Chihuahua Shorthair,Tan/Black
Archer,10/5/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
,7/10/19,Adoption,,Cat,Neutered Male,Domestic Longhair,Brown Tabby
Cholo,7/19/09,Return to Owner,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White
,3/25/14,Transfer,Partner,Other,Unknown,Turtle Mix,Green/Yellow
Emma,7/26/19,Adoption,,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Brown
,8/24/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico
Andre,12/28/14,Transfer,Partner,Dog,Intact Male,Great Pyrenees,White
Dog,7/26/19,Adoption,,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Sable/White
Zeus,9/30/13,Return to Owner,,Dog,Neutered Male,Great Pyrenees,White/White
Tyson,1/23/14,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Chocolate
*Lalo,6/1/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,White/Black
